|	|__name_enus	|__quality	|__icon	|__screenshot	|__jsonequip__arcsplpwr	|__jsonequip__arcres	|__jsonequip__armor	|__jsonequip__def	|__jsonequip__buyprice	|__jsonequip__atkpwr	|__jsonequip__agi	|__jsonequip__classes	|__jsonequip__cooldown	|__jsonequip__avgbuyout	|__jsonequip__displayid	|__jsonequip__dmgmax1	|__jsonequip__dmgmin1	|__jsonequip__dmgrange	|__jsonequip__dmgtype1	|__jsonequip__dps	|__jsonequip__dura	|__jsonequip__feratkpwr	|__jsonequip__healthrgn	|__jsonequip__firsplpwr	|__jsonequip__itemset	|__jsonequip__firres	|__jsonequip__frores	|__jsonequip__holsplpwr	|__jsonequip__frosplpwr	|__jsonequip__int	|__jsonequip__manargn	|__jsonequip__maxcount	|__jsonequip__mlecritstrkpct	|__jsonequip__mledmgmax	|__jsonequip__mledmgmin	|__jsonequip__mledps	|__jsonequip__mlehitpct	|__jsonequip__mlespeed	|__jsonequip__natsplpwr	|__jsonequip__races	|__jsonequip__reqskill	|__jsonequip__reqskillrank	|__jsonequip__parrypct	|__jsonequip__natres	|__jsonequip__reqfaction	|__jsonequip__reqlevel	|__jsonequip__rgdatkpwr	|__jsonequip__reqrep	|__jsonequip__rgdcritstrkpct	|__jsonequip__rgddmgmax	|__jsonequip__rgddmgmin	|__jsonequip__rgddps	|__jsonequip__rgdspeed	|__jsonequip__rgdhitpct	|__jsonequip__sellprice	|__jsonequip__shasplpwr	|__jsonequip__shares	|__jsonequip__sheathtype	|__jsonequip__slotbak	|__jsonequip__speed	|__jsonequip__splpen	|__jsonequip__splcritstrkpct	|__jsonequip__splhitpct	|__jsonequip__str	|__jsonequip__spi	|__jsonequip__splheal	|__jsonequip__sta	|__jsonequip__splpwr	|__attainable	|__flags2
18717	Hammer of the Grand Crusader	3	inv_hammer_06	920											23239	175	116	1	0	53.89	100									26				175	116	53.89		2.7								58									68818			1	17	2.7					9	22	10		0	8192
12776	Enchanted Battlehammer	3	inv_hammer_05	83911											23240	150	100	1	0	48.08	100													150	100	48.08	2	2.6					1			51								2	48124			1	17	2.6									0	8192
4777	Ironwood Maul	2	inv_hammer_16	67787					7040						19538	40	26	1	0	11.79	60													40	26	11.79		2.8								13									1408			1	17	2.8							5		0	8192
3851	Solid Iron Maul	2	inv_hammer_07	48746											19647	89	59	1	0	21.14	85													89	59	21.14		3.5								26									6258			1	17	3.5							12		0	8192
22208	Lavastone Hammer	3	inv_hammer_10	61584											34556	203	135	1	0	49.71	100									12				203	135	49.71		3.4								53									57079			1	17	3.4				10			14	20	0	8192
1264	Headbasher	2	inv_mace_07	42840											5530	49	32	1	0	17.61	80													49	32	17.61		2.3																	3671			1	17	2.3				8			3		0	8192
3103	Coldridge Hammer	2	inv_hammer_15	54297											8588	27	18	1	0	8.33	50													27	18	8.33		2.7																	466			1	17	2.7				1	1				0	8192
3852	Golden Iron Destroyer	2	inv_hammer_04	83802											15468	76	50	1	0	22.91	85													76	50	22.91		2.75								29									8360			1	17	2.75				11			4		0	8192
22809	Maul of the Redeemed Crusader	4	inv_mace_26	83925											36518	367	244	1	0	84.86	120									24	8			367	244	84.86		3.6								60									260674			1	17	3.6							29	35	0	8192
15464	Brute Hammer	2	inv_hammer_16	64964							1				28096	76	50	1	0	19.09	80													76	50	19.09		3.3																	4504			1	17	3.3				4			8		0	8192
19357	Herald of Woe	4	inv_mace_05	83923											31878	300	199	1	0	73.38	120									20				300	199	73.38		3.4								60									166093			1	17	3.4				31	17		22		0	8192
15260	Stone Hammer	2	inv_hammer_17	419850										11200	28468	96	64	1	0	26.67	85													96	64	26.67		3								33									11556			1	17	3									0	8192
5187	Rhahk'Zor's Hammer	1	inv_hammer_09	172146										990	8600	46	30	1	0	11.88	65													46	30	11.88		3.2								15									1081			1	17	3.2									0	8192
6214	Heavy Copper Maul	1	inv_hammer_18	50364										190	10642	32	21	1	0	9.46	55													32	21	9.46		2.8								11									595			1	17	2.8									0	8192
12969	Seeping Willow	3	inv_hammer_17	66351											23557	233	155	1	0	53.89	100													233	155	53.89		3.6								58									70884			1	17	3.6									0	8192
18867	Grand Marshal's Battle Hammer	4	inv_hammer_03	55548											31954	353	235	1	0	77.37	120												1	353	235	77.37		3.8								60			1						62542			1	17	3.8				26			41		0	8192
2493	Wooden Mallet	1	inv_hammer_16	52656					701						22121	16	10	1	0	5	40													16	10	5		2.6								4									140			1	17	2.6									0	8192
1991	Goblin Power Shovel	2	inv_misc_shovel_02	83801							10				18269	91	60	1	0	22.88	85													91	60	22.88		3.3								29									8357			1	17	3.3				6					0	8192
21188	Fist of Cenarius	4	inv_hammer_23	83921											33533	263	175	1	0	62.57	120													263	175	62.57		3.5								60									111220			1	17	3.5		2						40	0	8192
1990	Ballast Maul	2	inv_mace_06	4663										10000	5533	101	67	1	0	24.71	85													101	67	24.71		3.4								31									10077			1	17	3.4									0	8192
911	Ironwood Treebranch	2	inv_mace_01	4314										5500	28628	69	45	1	0	16.76	75													69	45	16.76		3.4								20									3324			1	17	3.4				8			2		0	8192
7956	Bronze Warhammer	1	inv_hammer_18	70786											16146	57	37	1	0	15.16	75													57	37	15.16		3.1								20									1944			1	17	3.1									0	8192
4964	Goblin Smasher	2	inv_hammer_15	12539											19544	31	20	1	0	8.23	50													31	20	8.23		3.1		32															503			1	17	3.1				2					0	8192
15261	Sequoia Branch	2	inv_hammer_16	591301										10000	28524	132	88	1	0	28.95	85													132	88	28.95		3.8								35									13530			1	17	3.8									0	8192
4570	Birchwood Maul	2	inv_hammer_15	219661										888	8586	40	26	1	0	10	55													40	26	10		3.3								10									922			1	17	3.3									0	8192
6205	Burrowing Shovel	2	inv_misc_shovel_01	73865							4			800	7495	28	18	1	0	10	55													28	18	10		2.3								10									922			1	17	2.3									0	8192
2525	War Hammer	1	inv_hammer_03	44734					26489						22133	94	62	1	0	22.29	85													94	62	22.29		3.5								30									5297			1	17	3.5									0	8192
22333	Hammer of Divine Might	3	inv_hammer_04	83913											2440	134	89	1	0	53.1	100									15				134	89	53.1		2.1								57									65383			1	17	2.1							13	27	0	8192
21806	Gavel of Qiraji Authority	3	inv_hammer_04	308373											34474	162	108	1	0	61.36	100									16	6			162	108	61.36		2.2								60									103686			1	17	2.2				15			15	19	0	8192
1679	Korg Bat	2	inv_mace_01	33729										20000	5137	92	61	1	0	24.68	85													92	61	24.68		3.1								31									9635			1	17	3.1				12			5		0	8192
1195	Kobold Mining Shovel	1	inv_misc_shovel_01	68992										35	7495	10	6	1	0	2.96	35													10	6	2.96		2.7								3									47			1	17	2.7									0	8192
4564	Spiked Club	2	inv_mace_14	235095										569	6813	34	22	1	0	9.03	50													34	22	9.03		3.1								8									610			1	17	3.1									0	8192
15259	Hefty Battlehammer	2	inv_hammer_16	49137										3500	28548	65	43	1	0	16.88	75													65	43	16.88		3.2								20									3306			1	17	3.2									0	8192
21703	Hammer of Ji'zhi	4	inv_mace_21	433833											34331	297	198	1	0	70.71	120									22				297	198	70.71		3.5								60									162298			1	17	3.5				16			26	30	0	8192
19918	Jeklik's Crusher	4	inv_mace_19	83924											32782	247.9999878	159.0000046	1	0	56.53	120													247.9999878	159.0000046	56.53		3.6								60									111003			1	17	3.6									0	8192
11265	Cragwood Maul	2	inv_hammer_16	20560											28629	105	70	1	0	31.25	85													105	70	31.25		2.8																	16484			1	17	2.8							17		0	8192
14531	Frightskull Shaft	3	inv_hammer_13	284087											25148	206	137	1	0	50.44	100													206	137	50.44		3.4								54									59891			1	17	3.4									0	8192
18868	High Warlord's Pulverizer	4	inv_hammer_10	57682											31750	353	235	1	0	77.37	120												1	353	235	77.37		3.8								60			1						62763			1	17	3.8				26			41		0	8192
9678	Tok'kar's Murloc Basher	2	inv_mace_05	22310											5233	109	72	1	0	32.32	85													109	72	32.32		2.8																	17485			1	17	2.8							18		0	8192
3334	Farmer's Shovel	1	inv_misc_shovel_01	83795										200	7495	17	11	1	0	3.78	35													17	11	3.78		3.7								2									68			1	17	3.7									0	8192
3440	Bonecracker	2	inv_mace_04	241044											6806	35	23	1	0	9.06	50													35	23	9.06		3.2																	640			1	17	3.2				3					0	8192
1218	Heavy Gnoll War Club	2	inv_mace_14	60051							-10			2000	5527	61	40	1	0	13.65	65													61	40	13.65		3.7								16									2064			1	17	3.7				10					0	8192
1458	Shadowhide Maul	2	inv_hammer_16	69454										3000	8601	55	36	1	0	15.17	70													55	36	15.17		3								18									2623			1	17	3				6			3		0	8192
2058	Kazon's Maul	2	inv_hammer_16	69453											19611	75	49	1	0	18.24	80													75	49	18.24		3.4								22									4197			1	17	3.4				8			4		0	8192
15265	Painbringer	2	inv_hammer_10	60971											28499	151	100	1	0	44.82	85													151	100	44.82		2.8								53									46823			1	17	2.8									0	8192
3198	Battering Hammer	2	inv_hammer_16	3223										2730	8585	57	37	1	0	15.16	70													57	37	15.16		3.1								18									2741			1	17	3.1									0	8192
3193	Oak Mallet	2	inv_hammer_15	407923										2700	19545	58	38	1	0	13.71	65													58	38	13.71		3.5								16									2072			1	17	3.5									0	8192
23455	Grand Marshal's Demolisher	4	inv_hammer_23	55549											36065	353	235	1	0	77.37	120									27	7			353	235	77.37		3.8								60									57053			1	17	3.8							28	27	0	8192
4022	Crushing Maul	0	inv_hammer_16	219036											19526	92	61	1	0	23.18	85													92	61	23.18		3.3								45									12059			1	17	3.3									0	8192
23465	High Warlord's Destroyer	4	inv_mace_09	55555											36079	353	235	1	0	77.37	120									27	7			353	235	77.37		3.8								60									57089			1	17	3.8							28	27	0	8192
1523	Huge Stone Club	2	inv_mace_14	70112										10000	5534	107	71	1	0	24.72	85													107	71	24.72		3.6								31									10261			1	17	3.6							14		0	8192
15267	Brutehammer	2	inv_hammer_10	116051											28674	200	133	1	0	48.97	85													200	133	48.97		3.4								58									60203			1	17	3.4									0	8192
5595	Thicket Hammer	1	inv_hammer_15	59598											8298	24	16	1	0	6.45	45													24	16	6.45		3.1																	235			1	17	3.1									0	8192
3190	Beatstick	1	inv_mace_02	448697										185	6799	14	9	1	0	4.42	40													14	9	4.42		2.6								3									99			1	17	2.6									0	8192
15263	Royal Mallet	2	inv_hammer_11	475862											28534	126	83	1	0	38.7	85													126	83	38.7		2.7								45									28889			1	17	2.7									0	8192
12772	Inlaid Thorium Hammer	2	inv_hammer_09	0											23230	151	100	1	0	41.83	85													151	100	41.83		3								49									38871			1	17	3				23					0	8192
15262	Greater Maul	2	inv_hammer_19	33304										25000	28540	146	97	1	0	35.74	85													146	97	35.74		3.4								41									21552			1	17	3.4									0	8192
2254	Icepane Warhammer	2	inv_hammer_04	70186											19612	34	22	1	0	8.48	50													34	22	8.48		3.3								7									506			1	17	3.3				2					0	8192
3782	Large War Club	0	inv_mace_01	61435											19532	53	35	1	0	14.19	85													53	35	14.19		3.1								30									3451			1	17	3.1									0	8192
3208	Conk Hammer	2	inv_mace_04	70113											5232	157	104	1	0	37.29	85													157	104	37.29		3.5								43									25378			1	17	3.5									0	8192
18481	Skullcracking Mace	2	inv_mace_05	83903							10				5233	179	119	1	0	46.56	85													179	119	46.56		3.2								55									51451			1	17	3.2				22					0	8192
15266	Fierce Mauler	2	inv_hammer_08	73300											28526	188	125	1	0	47.42	85													188	125	47.42		3.3								56									54405			1	17	3.3									0	8192
5345	Stonewood Hammer	2	inv_hammer_15	62711											8602	37	24	1	0	9.53	50													37	24	9.53		3.2																	705			1	17	3.2							3		0	8192
13821	Bulky Maul	0	inv_hammer_16	50612											28691	115	76	1	0	26.53	85													115	76	26.53		3.6								52									17993			1	17	3.6									0	8192
3571	Trogg Beater	2	inv_hammer_15	70106										2100	19546	60	39	1	0	13.75	65													60	39	13.75		3.6								16									2118			1	17	3.6							7		0	8192
5761	Anvilmar Sledge	1	inv_hammer_15	231009											19544	10	6	1	0	2.58	35													10	6	2.58		3.1																	30			1	17	3.1									0	8192
15264	Backbreaker	2	inv_hammer_16	447314											28311	162	107	1	0	43.39	85													162	107	43.39		3.1								51									41517			1	17	3.1									0	8192
1826	Rock Maul	0	inv_hammer_09	50228											8587	38	25	1	0	10.86	80													38	25	10.86		2.9								22									1765			1	17	2.9									0	8192
1514	Rusty Warhammer	0	inv_hammer_16	449843										200	19533	21	13	1	0	5.67	50													21	13	5.67		3								9									294			1	17	3									0	8192
1197	Giant Mace	1	inv_mace_02	127773					2666						5226	38	25	1	0	9	55													38	25	9		3.5								10									533			1	17	3.5									0	8192
2361	Battleworn Hammer	1	inv_hammer_15	38129										1	8690	5	3	1	0	1.38	25													5	3	1.38		2.9								1									9			1	17	2.9									0	8192
2533	War Maul	1	inv_hammer_17	43876					61107						22134	129	85	1	0	32.42	85													129	85	32.42		3.3								40									12221			1	17	3.3									0	8192
2026	Rock Hammer	1	inv_hammer_09	67839					6286						8593	56	37	1	0	12.57	65													56	37	12.57		3.7								16									1257			1	17	3.7									0	8192
2480	Large Club	1	inv_mace_06	52652					72						19601	6	4	1	0	1.56	25													6	4	1.56		3.2								1									14			1	17	3.2									0	8192
924	Maul	1	inv_hammer_07	67840					10972						22131	56	37	1	0	16.03	80													56	37	16.03		2.9								21									2194			1	17	2.9									0	8192
1814	Battered Mallet	0	inv_hammer_16	53323										300	19534	26	17	1	0	7.41	65													26	17	7.41		2.9								14									603			1	17	2.9									0	8192
1820	Wooden Maul	0	inv_hammer_15	810803											19535	30	20	1	0	8.62	70													30	20	8.62		2.9								17									963			1	17	2.9									0	8192
2501	Wooden Warhammer	1	inv_hammer_15	0											19614	18	12	1	0	5	40													18	12	5		3								4									144			1	17	3									0	8192
5579	Militia Warhammer	1	inv_hammer_15	3219											19544	9	6	1	0	2.59	35													9	6	2.59		2.9																	32			1	17	2.9									0	8192
2486	Large Stone Mace	1	inv_hammer_09	0											19627	6	4	1	0	1.56	25													6	4	1.56		3.2								1									13			1	17	3.2									0	8192
1414	Cracked Sledge	0	inv_hammer_09	595579										90	19525	15	10	1	0	3.79	40													15	10	3.79		3.3								4									97			1	17	3.3									0	8192
873	Staff of Jordan	4	inv_staff_13	8239											20298	180	119	1	0	40.41	120									11				180	119	40.41		3.7								35									21770			2	17	3.7					11			26	0	8192
943	Warden Staff	4	inv_staff_29	10893			260	10							20256	134	89	1	0	46.46	120													134	89	46.46		2.4								43									42863			2	17	2.4							11		0	8192
18608	Benediction	4	inv_staff_30	446584								16	1800000		31347	222	134.0000038	1	0	59.33	120									31		1		222	134.0000038	59.33		3								60											20	2	17	3					12	106	10		0	8192
7713	Illusionary Rod	3	inv_wand_04	628407											15806	142	94	1	0	34.71	100									15				142	94	34.71		3.4								34									4777			2	17	3.4					10		7		0	8192
6505	Crescent Staff	3	inv_staff_04	5712											12286	71	47	1	0	20.34	90									7				71	47	20.34		2.9																	3680			2	17	2.9					7		7		0	8192
17743	Resurgence Rod	3	inv_staff_goldfeathered_01	2608											22391	209	139	1	0	45.79	100		5								8			209	139	45.79		3.8																	40747			2	17	3.8									0	8192
18082	Zum'rah's Vexing Cane	3	inv_staff_10	101357											30472	133	88	1	0	40.93	100									10		1		133	88	40.93		2.7								42									28161			2	17	2.7							10	21	0	8192
22589	"Atiesh, Greatstaff of the Guardian"	5	inv_staff_medivh	57597								128	60000		35632	243.1699959	130.170002	1	0	64.37	145									32				243.1699959	130.170002	64.37		2.9								60									562016			2	17	2.9		2	2		24		31	150	0	8192
18609	Anathema	4	inv_staff_12	241206								16	1800000		31346	222	134.0000038	1	0	59.33	120									31	7	1		222	134.0000038	59.33		3								60										69	20	2	17	3							22		0	8192
22458	Moonshadow Stave	3	inv_staff_28	77183											18289	200	133	1	0	45	100										7			200	133	45		3.7																	37892			2	17	3.7		1						18	0	8192
812	Glowing Brightwood Staff	4	inv_staff_29	4279											20257	191	127	1	0	51.29	120									29				191	127	51.29		3.1						15		49									57018			2	17	3.1					9		15		0	8192
9517	Celestial Stave	3	inv_staff_14	65991								128			20348	129	85	1	0	35.67	100									8				129	85	35.67		3																	15737			2	17	3								22	0	8192
20536	Soul Harvester	3	inv_sword_48	143573											33087	178	118	1	0	44.85	100													178	118	44.85		3.3																	40671	24		2	17	3.3			1				16		0	8192
1155	Rod of the Sleepwalker	3	inv_staff_06	61943											20327	80	53	1	0	23.75	100									11				80	53	23.75		2.8								24									5954			2	17	2.8					10				0	8192
944	Elemental Mage Staff	4	inv_staff_07	331355											20253	221	147	1	0	57.5	120			36		20	20		36					221	147	57.5		3.2								56									83000			2	17	3.2									0	8192
9452	Hydrocane	3	inv_staff_15	302196											20323	73	48	1	0	21.61	100						15							73	48	21.61		2.8								27									8210			2	17	2.8									0	8192
890	Twisted Chanter's Staff	3	inv_staff_04	85677										30000	20386	84	55	1	0	20.44	90									10				84	55	20.44		3.4								19									3517			2	17	3.4							6		0	8192
5201	Emberstone Staff	3	inv_staff_13	401045											20340	71	47	1	0	19.67	80									8				71	47	19.67		3								18									3161			2	17	3					5		5		0	8192
880	Staff of Horrors	2	inv_staff_25	56946										2400	20382	62	41	1	0	15.15	70													62	41	15.15		3.4								18									2692			2	17	3.4									0	8192
9477	The Chief's Enforcer	3	inv_staff_goldfeathered_01	8498											21514	178	118	1	0	43.53	100													178	118	43.53		3.4								45									35936			2	17	3.4									0	8192
2042	Staff of Westfall	3	inv_staff_10	32552											20379	74	49	1	0	20.5	90									5				74	49	20.5		3																	3639			2	17	3					11				0	8192
7710	Loksey's Training Stick	3	inv_staff_18	71322											20360	117	77	1	0	31.29	100													117	77	31.29		3.1								31									12279			2	17	3.1									0	8192
15106	Staff of Dar'Orahil	2	inv_staff_12	40927								256			28236	94	62	1	0	28.89	85									6				94	62	28.89		2.7																	14447	19		2	17	2.7							3		0	8192
13161	Trindlehaven Staff	3	inv_staff_29	3310											23673	132	87	1	0	52.14	100									25				132	87	52.14		2.1								56									65749			2	17	2.1							12	14	0	8192
1484	Witching Stave	3	inv_wand_04	432224										20000	9122	83	55	1	0	19.17	80									8				83	55	19.17		3.6								17									2922	11		2	17	3.6									0	8192
